     0	 0.000	   317.041	    -2.433	   219.400	
     1	 0.001	   317.130	    -2.432	   219.235	
     2	 0.002	   317.033	    -2.433	   219.453	
     3	 0.003	   316.945	    -2.432	   219.365	
     4	 0.004	   316.932	    -2.432	   219.370	
     5	 0.005	   316.848	    -2.432	   219.495	
     6	 0.006	   316.813	    -2.432	   219.358	
     7	 0.007	   316.900	    -2.432	   219.335	
     8	 0.008	   316.974	    -2.432	   219.352	
     9	 0.009	   316.741	    -2.432	   219.403	
    10	 0.010	   316.762	    -2.432	   219.334	
    11	 0.011	   317.041	    -2.432	   219.338	
    12	 0.012	   316.816	    -2.432	   219.245	
    13	 0.013	   316.815	    -2.432	   219.368	
    14	 0.014	   316.846	    -2.432	   219.234	
    15	 0.015	   316.709	    -2.432	   219.302	
    16	 0.016	   316.636	    -2.431	   219.232	
    17	 0.017	   316.615	    -2.432	   219.335	
    18	 0.018	   316.618	    -2.431	   219.240	
    19	 0.019	   316.616	    -2.431	   219.189	
    20	 0.020	   316.526	    -2.431	   219.284	
    21	 0.021	   316.765	    -2.432	   219.377	
    22	 0.022	   316.342	    -2.431	   219.261	
    23	 0.023	   316.488	    -2.431	   219.228	
    24	 0.024	   316.610	    -2.432	   219.277	
    25	 0.025	   316.642	    -2.431	   219.232	
    26	 0.026	   316.503	    -2.431	   219.294	
    27	 0.027	   316.455	    -2.431	   219.201	
    28	 0.028	   316.552	    -2.431	   219.230	
    29	 0.029	   316.573	    -2.431	   219.231	
    30	 0.030	   316.549	    -2.432	   219.338	
    31	 0.031	   316.362	    -2.431	   219.324	
    32	 0.032	   316.471	    -2.432	   219.367	
    33	 0.033	   316.469	    -2.431	   219.284	
    34	 0.034	   316.445	    -2.431	   219.355	
    35	 0.035	   316.484	    -2.431	   219.277	
    36	 0.036	   316.441	    -2.431	   219.337	
    37	 0.037	   316.388	    -2.432	   219.408	
    38	 0.038	   316.371	    -2.431	   219.281	
    39	 0.039	   316.279	    -2.431	   219.446	
    40	 0.040	   316.363	    -2.432	   219.490	
    41	 0.041	   316.302	    -2.432	   219.585	
    42	 0.042	   316.427	    -2.432	   219.466	
    43	 0.043	   316.370	    -2.432	   219.585	
    44	 0.044	   316.358	    -2.432	   219.537	
    45	 0.045	   316.304	    -2.432	   219.622	
    46	 0.046	   316.280	    -2.432	   219.544	
    47	 0.047	   316.330	    -2.432	   219.639	
    48	 0.048	   316.106	    -2.432	   219.702	
    49	 0.049	   316.398	    -2.432	   219.732	
    50	 0.050	   316.261	    -2.432	   219.577	
    51	 0.051	   316.064	    -2.432	   219.792	
    52	 0.052	   316.232	    -2.432	   219.753	
    53	 0.053	   316.215	    -2.432	   219.674	
    54	 0.054	   316.070	    -2.432	   219.782	
    55	 0.055	   316.200	    -2.432	   219.801	
    56	 0.056	   316.174	    -2.432	   219.727	
    57	 0.057	   316.190	    -2.432	   219.863	
    58	 0.058	   316.096	    -2.432	   219.919	
    59	 0.059	   316.181	    -2.432	   219.889	
    60	 0.060	   316.196	    -2.432	   219.927	
    61	 0.061	   316.263	    -2.433	   219.991	
    62	 0.062	   316.085	    -2.432	   219.919	
    63	 0.063	   316.059	    -2.432	   219.896	
    64	 0.064	   316.141	    -2.432	   219.895	
    65	 0.065	   316.147	    -2.432	   219.967	
    66	 0.066	   316.129	    -2.433	   220.045	
    67	 0.067	   316.101	    -2.432	   219.946	
    68	 0.068	   316.058	    -2.433	   220.048	
    69	 0.069	   315.973	    -2.432	   219.984	
    70	 0.070	   316.134	    -2.433	   220.085	
    71	 0.071	   316.384	    -2.433	   220.074	
    72	 0.072	   316.144	    -2.433	   220.113	
    73	 0.073	   315.975	    -2.433	   220.158	
    74	 0.074	   316.196	    -2.433	   220.064	
    75	 0.075	   316.089	    -2.433	   220.122	
    76	 0.076	   316.188	    -2.433	   220.184	
    77	 0.077	   316.103	    -2.433	   220.238	
    78	 0.078	   316.229	    -2.433	   220.278	
    79	 0.079	   316.061	    -2.433	   220.259	
    80	 0.080	   316.148	    -2.433	   220.208	
    81	 0.081	   315.995	    -2.433	   220.489	
    82	 0.082	   316.024	    -2.433	   220.299	
    83	 0.083	   316.208	    -2.434	   220.382	
    84	 0.084	   316.050	    -2.433	   220.247	
    85	 0.085	   316.040	    -2.433	   220.303	
    86	 0.086	   316.252	    -2.434	   220.377	
    87	 0.087	   316.173	    -2.433	   220.382	
    88	 0.088	   316.082	    -2.434	   220.466	
    89	 0.089	   316.228	    -2.434	   220.491	
    90	 0.090	   316.119	    -2.434	   220.435	
    91	 0.091	   316.193	    -2.434	   220.650	
    92	 0.092	   316.135	    -2.434	   220.498	
    93	 0.093	   316.211	    -2.434	   220.440	
    94	 0.094	   316.040	    -2.434	   220.587	
    95	 0.095	   316.231	    -2.434	   220.370	
    96	 0.096	   316.189	    -2.434	   220.474	
    97	 0.097	   316.005	    -2.434	   220.591	
    98	 0.098	   316.430	    -2.434	   220.645	
    99	 0.099	   316.197	    -2.434	   220.479	
   100	 0.100	   316.128	    -2.434	   220.681	
   101	 0.101	   316.179	    -2.434	   220.477	
   102	 0.102	   316.151	    -2.434	   220.605	
   103	 0.103	   316.067	    -2.434	   220.593	
   104	 0.104	   316.212	    -2.434	   220.694	
   105	 0.105	   316.305	    -2.434	   220.661	
   106	 0.106	   316.147	    -2.434	   220.790	
   107	 0.107	   316.207	    -2.434	   220.687	
   108	 0.108	   316.004	    -2.434	   220.694	
   109	 0.109	   316.169	    -2.434	   220.712	
   110	 0.110	   316.293	    -2.434	   220.717	
   111	 0.111	   316.247	    -2.434	   220.617	
   112	 0.112	   316.147	    -2.434	   220.702	
   113	 0.113	   316.269	    -2.434	   220.751	
   114	 0.114	   316.227	    -2.434	   220.720	
   115	 0.115	   316.335	    -2.434	   220.707	
   116	 0.116	   316.048	    -2.434	   220.768	
   117	 0.117	   316.323	    -2.435	   220.767	
   118	 0.118	   316.321	    -2.434	   220.724	
   119	 0.119	   316.269	    -2.435	   220.804	
   120	 0.120	   316.231	    -2.434	   220.744	
   121	 0.121	   316.464	    -2.435	   220.808	
   122	 0.122	   316.256	    -2.435	   220.781	
   123	 0.123	   316.314	    -2.435	   220.872	
   124	 0.124	   316.244	    -2.435	   220.959	
   125	 0.125	   316.241	    -2.435	   220.999	
   126	 0.126	   316.296	    -2.435	   220.953	
   127	 0.127	   316.428	    -2.435	   220.828	
   128	 0.128	   316.236	    -2.435	   220.963	
   129	 0.129	   316.362	    -2.435	   221.007	
   130	 0.130	   316.343	    -2.435	   220.921	
   131	 0.131	   316.229	    -2.435	   220.913	
   132	 0.132	   316.339	    -2.435	   221.047	
   133	 0.133	   316.332	    -2.435	   220.873	
   134	 0.134	   316.450	    -2.435	   221.056	
   135	 0.135	   316.440	    -2.435	   220.958	
   136	 0.136	   316.489	    -2.435	   220.980	
   137	 0.137	   316.340	    -2.435	   220.946	
   138	 0.138	   316.265	    -2.435	   221.136	
   139	 0.139	   316.308	    -2.435	   220.994	
   140	 0.140	   316.397	    -2.435	   221.059	
   141	 0.141	   316.343	    -2.435	   221.067	
   142	 0.142	   316.288	    -2.435	   221.017	
   143	 0.143	   316.197	    -2.435	   221.088	
   144	 0.144	   316.267	    -2.436	   221.197	
   145	 0.145	   316.228	    -2.435	   220.978	
   146	 0.146	   316.222	    -2.435	   221.118	
   147	 0.147	   316.298	    -2.435	   221.167	
   148	 0.148	   316.127	    -2.435	   220.973	
   149	 0.149	   316.162	    -2.435	   221.132	
   150	 0.150	   316.197	    -2.435	   221.096	
   151	 0.151	   316.298	    -2.436	   221.207	
   152	 0.152	   316.175	    -2.435	   221.111	
   153	 0.153	   316.305	    -2.435	   221.156	
   154	 0.154	   315.964	    -2.435	   221.046	
   155	 0.155	   316.210	    -2.435	   221.223	
   156	 0.156	   316.089	    -2.435	   221.164	
   157	 0.157	   316.156	    -2.435	   221.118	
   158	 0.158	   316.177	    -2.435	   221.200	
   159	 0.159	   316.102	    -2.435	   221.212	
   160	 0.160	   316.098	    -2.435	   221.155	
   161	 0.161	   316.134	    -2.435	   221.160	
   162	 0.162	   315.998	    -2.435	   221.199	
   163	 0.163	   316.105	    -2.435	   221.171	
   164	 0.164	   316.143	    -2.435	   221.090	
   165	 0.165	   316.079	    -2.435	   221.130	
   166	 0.166	   316.161	    -2.435	   221.181	
   167	 0.167	   316.082	    -2.435	   221.119	
   168	 0.168	   316.227	    -2.435	   221.125	
   169	 0.169	   316.094	    -2.435	   221.071	
   170	 0.170	   316.018	    -2.435	   221.153	
   171	 0.171	   315.904	    -2.435	   221.154	
   172	 0.172	   316.291	    -2.436	   221.183	
   173	 0.173	   316.014	    -2.435	   221.093	
   174	 0.174	   316.033	    -2.435	   221.151	
   175	 0.175	   316.171	    -2.435	   221.100	
   176	 0.176	   316.093	    -2.435	   221.120	
   177	 0.177	   315.948	    -2.435	   221.199	
   178	 0.178	   315.993	    -2.435	   221.190	
   179	 0.179	   316.108	    -2.435	   221.153	
   180	 0.180	   316.114	    -2.435	   221.147	
   181	 0.181	   316.095	    -2.435	   221.223	
   182	 0.182	   316.111	    -2.435	   221.165	
   183	 0.183	   316.221	    -2.436	   221.229	
   184	 0.184	   316.143	    -2.435	   221.174	
   185	 0.185	   316.032	    -2.435	   221.191	
   186	 0.186	   316.157	    -2.435	   221.205	
   187	 0.187	   316.208	    -2.436	   221.255	
   188	 0.188	   316.191	    -2.436	   221.310	
   189	 0.189	   316.250	    -2.436	   221.265	
   190	 0.190	   316.110	    -2.435	   221.242	
   191	 0.191	   316.199	    -2.435	   221.186	
   192	 0.192	   316.232	    -2.435	   221.175	
   193	 0.193	   316.225	    -2.436	   221.244	
   194	 0.194	   316.151	    -2.436	   221.314	
   195	 0.195	   316.383	    -2.436	   221.145	
   196	 0.196	   316.180	    -2.436	   221.316	
   197	 0.197	   316.264	    -2.436	   221.280	
   198	 0.198	   316.175	    -2.435	   221.219	
   199	 0.199	   316.257	    -2.436	   221.307	
   200	 0.200	   316.345	    -2.436	   221.321	
   201	 0.201	   316.203	    -2.435	   221.119	
   202	 0.202	   316.148	    -2.436	   221.332	
   203	 0.203	   316.329	    -2.436	   221.220	
   204	 0.204	   316.171	    -2.436	   221.282	
   205	 0.205	   316.218	    -2.436	   221.271	
   206	 0.206	   316.372	    -2.436	   221.239	
   207	 0.207	   316.182	    -2.435	   221.141	
   208	 0.208	   316.351	    -2.436	   221.240	
   209	 0.209	   316.173	    -2.436	   221.264	
   210	 0.210	   316.300	    -2.435	   221.142	
   211	 0.211	   316.205	    -2.436	   221.246	
   212	 0.212	   316.319	    -2.436	   221.168	
   213	 0.213	   316.314	    -2.435	   221.133	
   214	 0.214	   316.329	    -2.435	   221.105	
   215	 0.215	   316.255	    -2.435	   221.102	
   216	 0.216	   316.239	    -2.435	   221.110	
   217	 0.217	   316.502	    -2.435	   221.012	
   218	 0.218	   316.257	    -2.435	   221.093	
   219	 0.219	   316.381	    -2.435	   221.030	
   220	 0.220	   316.316	    -2.435	   220.943	
   221	 0.221	   316.444	    -2.435	   220.927	
   222	 0.222	   316.384	    -2.435	   220.915	
   223	 0.223	   316.437	    -2.435	   220.930	
   224	 0.224	   316.233	    -2.435	   221.036	
   225	 0.225	   316.518	    -2.435	   220.952	
   226	 0.226	   316.441	    -2.435	   220.816	
   227	 0.227	   316.424	    -2.435	   220.919	
   228	 0.228	   316.476	    -2.435	   220.912	
   229	 0.229	   316.626	    -2.435	   220.743	
   230	 0.230	   316.466	    -2.435	   220.782	
   231	 0.231	   316.561	    -2.435	   220.726	
   232	 0.232	   316.449	    -2.435	   220.695	
   233	 0.233	   316.477	    -2.435	   220.685	
   234	 0.234	   316.649	    -2.435	   220.640	
   235	 0.235	   316.460	    -2.434	   220.584	
   236	 0.236	   316.491	    -2.435	   220.807	
   237	 0.237	   316.595	    -2.435	   220.571	
   238	 0.238	   316.628	    -2.434	   220.505	
   239	 0.239	   316.473	    -2.434	   220.534	
   240	 0.240	   316.661	    -2.435	   220.587	
   241	 0.241	   316.625	    -2.434	   220.417	
   242	 0.242	   316.543	    -2.434	   220.454	
   243	 0.243	   316.613	    -2.434	   220.407	
   244	 0.244	   316.706	    -2.434	   220.428	
   245	 0.245	   316.646	    -2.434	   220.343	
   246	 0.246	   316.538	    -2.434	   220.427	
   247	 0.247	   316.605	    -2.434	   220.334	
   248	 0.248	   316.604	    -2.434	   220.414	
