     0	 0.000	      -3.4	     575.5	       3.4	
     1	 0.001	      -3.3	     575.4	       3.3	
     2	 0.002	      -3.4	     575.5	       3.5	
     3	 0.003	      -3.2	     575.4	       3.4	
     4	 0.004	      -3.2	     575.6	       3.5	
     5	 0.005	      -3.2	     575.4	       3.4	
     6	 0.006	      -3.2	     576.0	       3.5	
     7	 0.007	      -3.1	     575.1	       3.3	
     8	 0.008	      -3.1	     575.5	       3.3	
     9	 0.009	      -3.1	     575.5	       3.4	
    10	 0.010	      -3.1	     575.6	       3.5	
    11	 0.011	      -3.1	     575.4	       3.3	
    12	 0.012	      -2.9	     574.9	       3.4	
    13	 0.013	      -3.0	     574.9	       3.2	
    14	 0.014	      -2.8	     575.0	       3.3	
    15	 0.015	      -2.9	     574.9	       3.4	
    16	 0.016	      -2.8	     574.4	       3.4	
    17	 0.017	      -2.8	     574.8	       3.5	
    18	 0.018	      -2.7	     574.2	       3.3	
    19	 0.019	      -2.7	     574.2	       3.5	
    20	 0.020	      -2.7	     574.1	       3.4	
    21	 0.021	      -2.7	     574.1	       3.8	
    22	 0.022	      -2.7	     574.2	       3.6	
    23	 0.023	      -2.8	     573.9	       3.6	
    24	 0.024	      -2.7	     573.9	       3.5	
    25	 0.025	      -2.6	     573.5	       3.7	
    26	 0.026	      -2.6	     573.2	       3.6	
    27	 0.027	      -2.7	     573.5	       3.7	
    28	 0.028	      -2.7	     573.0	       3.7	
    29	 0.029	      -2.6	     572.8	       3.7	
    30	 0.030	      -2.7	     572.9	       3.8	
    31	 0.031	      -2.6	     572.4	       4.1	
    32	 0.032	      -2.6	     572.3	       3.7	
    33	 0.033	      -2.6	     572.4	       3.8	
    34	 0.034	      -2.5	     572.7	       3.6	
    35	 0.035	      -2.6	     572.7	       3.6	
    36	 0.036	      -2.7	     572.2	       3.7	
    37	 0.037	      -2.6	     571.9	       3.6	
    38	 0.038	      -2.6	     572.4	       3.6	
    39	 0.039	      -2.5	     572.1	       3.5	
    40	 0.040	      -2.6	     572.1	       3.5	
    41	 0.041	      -2.3	     572.2	       3.8	
    42	 0.042	      -2.5	     572.1	       3.5	
    43	 0.043	      -2.5	     572.0	       3.4	
    44	 0.044	      -2.4	     572.2	       3.1	
    45	 0.045	      -2.6	     572.2	       3.2	
    46	 0.046	      -2.3	     571.7	       3.2	
    47	 0.047	      -2.4	     571.9	       3.1	
    48	 0.048	      -2.3	     572.2	       2.9	
    49	 0.049	      -2.4	     572.3	       3.2	
    50	 0.050	      -2.2	     572.1	       3.0	
    51	 0.051	      -2.4	     572.5	       3.2	
    52	 0.052	      -2.2	     572.1	       3.0	
    53	 0.053	      -2.2	     572.5	       3.0	
    54	 0.054	      -2.3	     572.0	       2.8	
    55	 0.055	      -2.2	     572.5	       2.8	
    56	 0.056	      -2.2	     572.6	       2.8	
    57	 0.057	      -2.3	     572.4	       2.9	
    58	 0.058	      -2.4	     572.7	       2.9	
    59	 0.059	      -2.2	     572.9	       2.8	
    60	 0.060	      -2.3	     572.7	       2.8	
    61	 0.061	      -2.3	     573.0	       2.6	
    62	 0.062	      -2.3	     573.2	       2.9	
    63	 0.063	      -2.2	     573.2	       2.8	
    64	 0.064	      -2.2	     573.5	       2.8	
    65	 0.065	      -2.0	     573.5	       2.7	
    66	 0.066	      -2.2	     573.7	       2.7	
    67	 0.067	      -2.1	     573.6	       2.8	
    68	 0.068	      -2.1	     573.7	       2.5	
    69	 0.069	      -2.0	     574.0	       2.6	
    70	 0.070	      -2.0	     573.7	       2.6	
    71	 0.071	      -2.2	     573.3	       2.3	
    72	 0.072	      -2.0	     573.8	       2.7	
    73	 0.073	      -2.1	     574.2	       2.5	
    74	 0.074	      -2.1	     573.9	       2.6	
    75	 0.075	      -2.0	     574.4	       2.6	
    76	 0.076	      -2.0	     574.3	       2.7	
    77	 0.077	      -2.1	     574.4	       2.6	
    78	 0.078	      -1.9	     574.4	       2.7	
    79	 0.079	      -1.9	     574.3	       2.6	
    80	 0.080	      -2.0	     574.4	       2.6	
    81	 0.081	      -2.1	     574.7	       2.5	
    82	 0.082	      -2.1	     574.2	       2.6	
    83	 0.083	      -2.1	     574.5	       2.7	
    84	 0.084	      -2.0	     574.5	       2.7	
    85	 0.085	      -2.0	     574.8	       2.7	
    86	 0.086	      -2.1	     574.5	       2.6	
    87	 0.087	      -2.0	     575.0	       2.8	
    88	 0.088	      -2.1	     574.6	       2.7	
    89	 0.089	      -2.0	     574.5	       2.6	
    90	 0.090	      -2.1	     575.2	       2.7	
    91	 0.091	      -2.2	     574.6	       2.4	
    92	 0.092	      -2.2	     575.1	       2.7	
    93	 0.093	      -2.2	     575.3	       2.7	
    94	 0.094	      -2.3	     575.5	       2.5	
    95	 0.095	      -2.2	     575.3	       2.7	
    96	 0.096	      -2.3	     575.6	       2.6	
    97	 0.097	      -2.2	     575.6	       2.6	
    98	 0.098	      -2.2	     575.5	       2.7	
    99	 0.099	      -2.1	     575.4	       2.6	
   100	 0.100	      -2.2	     575.7	       2.7	
   101	 0.101	      -2.2	     575.9	       2.9	
   102	 0.102	      -2.1	     575.6	       2.7	
   103	 0.103	      -2.2	     575.6	       2.8	
   104	 0.104	      -2.1	     575.9	       2.8	
   105	 0.105	      -2.1	     575.6	       2.8	
   106	 0.106	      -2.1	     575.5	       2.8	
   107	 0.107	      -2.2	     576.0	       2.9	
   108	 0.108	      -2.2	     576.1	       2.8	
   109	 0.109	      -2.2	     576.2	       2.7	
   110	 0.110	      -2.2	     576.2	       2.9	
   111	 0.111	      -2.3	     576.8	       3.0	
   112	 0.112	      -2.1	     576.2	       2.9	
   113	 0.113	      -2.2	     576.5	       2.9	
   114	 0.114	      -2.1	     576.4	       3.0	
   115	 0.115	      -2.3	     576.6	       3.0	
   116	 0.116	      -2.1	     576.6	       2.9	
   117	 0.117	      -2.1	     576.8	       2.9	
   118	 0.118	      -2.1	     576.9	       2.9	
   119	 0.119	      -2.1	     577.1	       2.9	
   120	 0.120	      -2.1	     576.8	       2.9	
   121	 0.121	      -2.0	     576.5	       2.9	
   122	 0.122	      -2.1	     577.1	       3.0	
   123	 0.123	      -2.1	     576.8	       2.9	
   124	 0.124	      -2.1	     577.2	       3.1	
   125	 0.125	      -2.1	     577.1	       3.0	
   126	 0.126	      -2.2	     577.2	       2.7	
   127	 0.127	      -2.0	     576.8	       2.8	
   128	 0.128	      -2.1	     577.1	       2.7	
   129	 0.129	      -2.1	     577.5	       2.8	
   130	 0.130	      -2.1	     577.4	       2.8	
   131	 0.131	      -2.0	     577.2	       2.7	
   132	 0.132	      -2.0	     577.2	       2.7	
   133	 0.133	      -2.0	     577.6	       2.9	
   134	 0.134	      -1.9	     577.2	       2.7	
   135	 0.135	      -1.9	     577.5	       2.8	
   136	 0.136	      -1.9	     577.0	       2.8	
   137	 0.137	      -1.9	     577.5	       2.8	
   138	 0.138	      -1.8	     577.6	       2.8	
   139	 0.139	      -1.9	     577.9	       2.8	
   140	 0.140	      -1.8	     577.6	       2.7	
   141	 0.141	      -1.8	     577.7	       2.8	
   142	 0.142	      -1.8	     577.9	       2.8	
   143	 0.143	      -1.8	     578.2	       2.7	
   144	 0.144	      -1.6	     577.8	       2.7	
   145	 0.145	      -1.7	     578.3	       2.9	
   146	 0.146	      -1.6	     578.2	       2.6	
   147	 0.147	      -1.7	     578.5	       2.7	
   148	 0.148	      -1.5	     578.6	       2.5	
   149	 0.149	      -1.5	     577.8	       2.5	
   150	 0.150	      -1.5	     578.4	       2.5	
   151	 0.151	      -1.4	     577.8	       2.4	
   152	 0.152	      -1.4	     578.3	       2.5	
   153	 0.153	      -1.4	     578.3	       2.5	
   154	 0.154	      -1.5	     578.9	       2.4	
   155	 0.155	      -1.5	     578.4	       2.3	
